kind,id,name,latin,ta2,ta2_la,ta2_en,ta2_path,tna,tna_la,tna_en,tna_path,wd,ta98,wd_en,wd_tr,wd_tr_aliases,trwiki,trwiki_redirects,relation,match,alt,note,decision
structures,tract-corticopontine-occipital,Occipitopontine tract,,,,,,,,,,,,,,,,,related,,"related ta2:5622 ""Fibrae occipitopontinae"" | related ta2:5623 ""Fibrae temporopontinae"" | related ta2:5764 ""Fasciculus medialis telencephali"" | related ta2:6182 ""Filum olfactorium""",no single TA concept; related terms in alt,
structures,tract-corticopontine-parietal,Parietopontine tract,,5621,Fibrae parietopontinae,Parietopontine fibres,Fibrae corticopontinae < Fibrae projectionis telencephali < Substantia Alba Telencephali,1211,Fibrae parietopontinae,Parietopontine fibres,Fibrae corticopontinae < Fibrae pontis longitudinales < Substantia Alba,,,,,,,,synonym,ta2:syn tna:syn,,,
structures,tract-corticospinal,Corticospinal tract,,6040,Tractus pyramidalis,Pyramidal tract,Substantia Alba Medullae Oblongatae < Truncus Encephali < Systema Nervosum,1152,Tractus pyramidalis,Pyramidal tract,Tractus Descendentes < Myelencephalon < Pars Centralis,Q968731,"A14.1.04.102, A14.1.06.102",pyramidal tracts,Piramidal sistemler,,Piramidal sistemler,,synonym,ta2:syn tna:syn wd:fuzzy,,fuzzy,
structures,tract-corticostriatal-anterior,"Corticostriatal tract, anterior",,,,,,,,,,,,,,,,,related,,"related ta2:5617 ""Fibrae projectionis telencephali"" | related tna:2486 ""Fibrae corticostriatales"" | related tna:2612 ""Fibrae corticostriatales"" | related ta2:5507 ""Lobus limbicus""",no single TA concept; related terms in alt,
structures,tract-corticostriatal-posterior,"Corticostriatal tract, posterior",,,,,,,,,,,,,,,,,related,,"related ta2:5437 ""Sulcus parietooccipitalis"" | related tna:479 ""Rami parietooccipitales"" | related tna:497 ""Arteria temporooccipitalis"" | related tna:594 ""Arteria parietooccipitalis""",no single TA concept; related terms in alt,
structures,tract-corticostriatal-superior,"Corticostriatal tract, superior",,,,,,,,,,,,,,,,,related,,"related tna:2486 ""Fibrae corticostriatales"" | related tna:2612 ""Fibrae corticostriatales"" | related ta2:5582 ""Fibrae thalamoparietales"" | related ta2:5584 ""Radiatio optica""",no single TA concept; related terms in alt,
structures,tract-dentatorubrothalamic,Dentatorubrothalamic tract,,,,,,,,,,,,,,,,,related,,"related ta2:5846 ""Pedunculus cerebellaris superior"" | related ta2:5848 ""Pedunculus cerebellaris medius"" | related ta2:5850 ""Pedunculus cerebellaris inferior"" | related tna:1132 ""Pedunculus cerebellaris inferior""",no single TA concept; related terms in alt,
structures,tract-frontal-aslant,Frontal aslant tract,,,,,,2464,Fasciculus frontalis obliquus,Frontal aslant tract,Tractus Associationis Telencephali < Telencephalon < Pars Centralis,,,,,,,,exact,tna:en,,,
structures,tract-inferior-fronto-occipital-fasciculus,Inferior fronto-occipital fasciculus,,,,,,,,,,,,,,,,,related,,"related ta2:5421 ""Polus occipitalis"" | related ta2:5437 ""Sulcus parietooccipitalis"" | related ta2:5438 ""Incisura preoccipitalis"" | related ta2:5480 ""Lobus occipitalis""",no single TA concept; related terms in alt,
structures,tract-inferior-longitudinal-fasciculus,Inferior longitudinal fasciculus,,5598,Fasciculus longitudinalis inferior,Inferior longitudinal fasciculus,Fibrae longae associationis < Fibrae associationis telencephali < Substantia Alba Telencephali,2457,Fasciculus longitudinalis inferior,Inferior longitudinal fasciculus,Tractus Associationis Telencephali < Telencephalon < Pars Centralis,Q6029363,A14.1.09.556,inferior longitudinal fasciculus,,,,,exact,ta2:en tna:en wd:en,,,
structures,tract-middle-longitudinal-fasciculus,Middle longitudinal fasciculus,,,,,,,,,,,,,,,,,related,,"related ta2:5598 ""Fasciculus longitudinalis inferior"" | related ta2:5599 ""Fasciculus longitudinalis superior"" | related ta2:5867 ""Fasciculus longitudinalis medialis"" | related ta2:5868 ""Fasciculus longitudinalis posterior""",no single TA concept; related terms in alt,
structures,tract-optic-radiation,Optic radiation,,5584,Radiatio optica,Optic radiation,Pars retrolentiformis capsulae internae < Capsula interna < Substantia Alba Telencephali,1902,Radiatio optica,Optic radiation,Tractus Efferentes Thalami < Diencephalon < Pars Centralis,Q2511666,"A14.1.08.673, A14.1.09.542, A14.1.09.547",optic radiation,Optik radyasyon,,Optik radyasyon,,exact,ta2:en tna:en wd:en,,,
structures,tract-reticulospinal,Reticulospinal tract,,6117,Tractus reticulospinalis anterior,Anterior reticulospinal tract,Fibrae reticulospinales funiculi anterioris < Funiculus Anterior < Truncus Encephali,1179,Tractus reticulospinales,Reticulospinal tracts,Tractus Descendentes < Myelencephalon < Pars Centralis,Q7316741,A14.1.04.124,reticulospinal tract,,,,,synonym,ta2:en tna:fuzzy wd:en,,TA2/TNA Latin differ; fuzzy; TA2 6117 is a subdivision of TNA 1179,
structures,tract-superior-longitudinal-fasciculus-i,Superior longitudinal fasciculus I,,,,,,,,,,,,,,,,,related,,"related ta2:5598 ""Fasciculus longitudinalis inferior"" | related ta2:5599 ""Fasciculus longitudinalis superior"" | related ta2:5867 ""Fasciculus longitudinalis medialis"" | related ta2:5868 ""Fasciculus longitudinalis posterior""",no single TA concept; related terms in alt,
structures,tract-superior-longitudinal-fasciculus-ii,Superior longitudinal fasciculus II,,,,,,,,,,,,,,,,,related,,"related ta2:5598 ""Fasciculus longitudinalis inferior"" | related ta2:5599 ""Fasciculus longitudinalis superior"" | related ta2:5867 ""Fasciculus longitudinalis medialis"" | related ta2:5868 ""Fasciculus longitudinalis posterior""",no single TA concept; related terms in alt,
structures,tract-superior-longitudinal-fasciculus-iii,Superior longitudinal fasciculus III,,,,,,,,,,,,,,,,,related,,"related ta2:5598 ""Fasciculus longitudinalis inferior"" | related ta2:5599 ""Fasciculus longitudinalis superior"" | related ta2:5867 ""Fasciculus longitudinalis medialis"" | related ta2:5868 ""Fasciculus longitudinalis posterior""",no single TA concept; related terms in alt,
structures,tract-thalamic-radiation-anterior,Anterior thalamic radiation,,5578,Radiatio anterior thalami,Anterior thalamic radiation,Crus anterius capsulae internae < Capsula interna < Substantia Alba Telencephali,1893,Radiatio anterior thalami,Anterior thalamic radiation,Tractus Efferentes Thalami < Diencephalon < Pars Centralis,Q66574487,A14.1.08.666,anterior radiation of thalamus,,,,,exact,ta2:en tna:en wd:syn,,,
structures,tract-thalamic-radiation-posterior,Posterior thalamic radiation,,5585,Radiatio posterior thalami,Posterior thalamic radiation,Pars retrolentiformis capsulae internae < Capsula interna < Substantia Alba Telencephali,1901,Radiatio posterior thalami,Posterior thalamic radiation,Tractus Efferentes Thalami < Diencephalon < Pars Centralis,Q2511666,"A14.1.08.673, A14.1.09.542, A14.1.09.547",optic radiation,Optik radyasyon,,Optik radyasyon,,exact,ta2:en tna:en wd:syn,"ta2:5584 ""Radiatio optica"" (syn) | wd:Q66574493 ""posterior radiation of thalamus"" (syn)",Wikidata TA2 id 5584 is not 5585; ambiguous,
structures,tract-thalamic-radiation-superior,Superior thalamic radiation,,,,,,,,,,,,,,,,,related,,"related ta2:5578 ""Radiatio anterior thalami"" | related ta2:5581 ""Radiatio centralis thalami"" | related ta2:5584 ""Radiatio optica"" | related ta2:5585 ""Radiatio posterior thalami""",no single TA concept; related terms in alt,
structures,tract-uncinate-fasciculus,Uncinate fasciculus,,5600,Fasciculus uncinatus cerebri,Uncinate fasciculus of cerebrum,Fibrae longae associationis < Fibrae associationis telencephali < Substantia Alba Telencephali,2460,Fasciculus uncinatus,Uncinate fasciculus,Pedunculus temporalis < Tractus Associationis Telencephali < Telencephalon,Q176007,A14.1.09.560,uncinate fasciculus,Fasciculus Uncinatus,,Fasciculus uncinatus,Fasciculus Uncinatus,synonym,ta2:en tna:en wd:en,,TA2/TNA Latin differ; TA2 5600 is a subdivision of TNA 2460,
structures,trigeminal-nuclei,Trigeminal sensory and motor nuclei,,,,,,850,Lamina spinalis IX,Spinal lamina IX,Columna Anterior < Substantia Grisea < Pars Centralis,,,,,,,,narrower,tna:syn,,,
structures,trochlear-nucleus,Trochlear nucleus,Nucleus nervi trochlearis,5890,Nucleus nervi trochlearis,Nucleus of trochlear nerve,Substantia grisea tegmenti mesencephali < Tegmentum mesencephali < Pedunculus Cerebri,1248,Nucleus nervi trochlearis,Nucleus of trochlear nerve,Nuclei Somatomotorii < Pons < Pars Centralis,Q2004211,A14.1.06.319,Trochlear nucleus,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,uncus,Uncus,,5516,Uncus,Uncus,Lobus Limbicus < Cerebrum < Systema Nervosum,2166,Uncus,Uncus,Gyrus Limbicus < Telencephalon < Pars Centralis,Q919109,A14.1.09.235,uncus,Uncus,,Uncus,,exact,ta2:en tna:en wd:en,"tna:2127 ""Cortex piriformis"" (syn) | tna:2170 ""Gyrus uncinatus"" (syn)",,
structures,vein-basal,Basal vein (of Rosenthal),vena basalis,4916,Vena basalis,Basal vein,Venae Profundae Cerebri < Venae Encephali < Systema Cardiovasculare,631,Vena basalis,Basal vein,Venae Cerebri Profundae < Venae Encephali < Pars Centralis,Q4866185,A12.3.06.018,basal vein,Rozental'in bazal veni,,Rozental'in bazal veni,,exact,ta2:latin tna:latin wd:en,,,
structures,vein-great-cerebral,Great cerebral vein and deep venous system,Vena magna cerebri (Galeni); venae cerebri internae,4922,Vena magna cerebri,Great cerebral vein,Venae Profundae Cerebri < Venae Encephali < Systema Cardiovasculare,648,Vena cerebri magna,Great cerebral vein,Venae Cerebri Profundae < Venae Encephali < Pars Centralis,Q585980,A12.3.06.027,great cerebral vein,Galen veni,,Galen veni,,narrower,ta2:latin tna:en wd:en,"ta2:4923 ""Vena interna cerebri"" (syn) | wd:Q6047801 ""Internal cerebral veins"" (syn)",TA2/TNA Latin differ; our Latin differs from TA2,
structures,vein-internal-cerebral,Internal cerebral vein,vena interna cerebri,4923,Vena interna cerebri,Internal cerebral vein,Vena magna cerebri < Venae Profundae Cerebri < Venae Encephali,649,Vena cerebri interna,Internal cerebral vein,Vena cerebri magna < Venae Cerebri Profundae < Venae Encephali,Q6047801,A12.3.06.028,Internal cerebral veins,internal serebral ven,,İnternal serebral ven,,exact,ta2:latin tna:en wd:fuzzy,,TA2/TNA Latin differ; fuzzy,
structures,veins-deep-cerebral,Deep cerebral veins,,4915,Venae profundae cerebri,Deep cerebral veins,Venae Encephali < Systema Cardiovasculare < Systemata Integrantia,630,Venae cerebri profundae,Deep cerebral veins,Venae Encephali < Pars Centralis < Systema Nervosum,Q5250375,A12.3.06.017,deep cerebral veins,,,,,exact,ta2:en tna:en wd:en,"ta2:4923 ""Vena interna cerebri"" (syn) | wd:Q6047801 ""Internal cerebral veins"" (syn)",TA2/TNA Latin differ,
structures,veins-superficial-cerebral,Superficial cerebral (bridging) veins,Venae superficiales cerebri,4902,Venae superficiales cerebri,Superficial cerebral veins,Venae Encephali < Systema Cardiovasculare < Systemata Integrantia,608,Venae cerebri superficiales,Superficial cerebral veins,Venae Encephali < Pars Centralis < Systema Nervosum,Q7643304,A12.3.06.002,superficial cerebral veins,,,,,exact,ta2:latin tna:en wd:latin,"ta2:4909 ""Vena anastomotica superior"" (syn) | ta2:4910 ""Vena anastomotica inferior"" (syn) | ta2:4908 ""Vena media superficialis cerebri"" (syn) | tna:615 ""Vena anastomotica superior"" (syn) | tna:623 ""Vena anastomotica inferior"" (syn) | tna:619 ""Vena cerebri media superficialis"" (syn) | wd:Q7643320 ""superficial middle cerebral vein"" (syn) | wd:Q5797584 ""superior anastomotic vein"" (syn) | wd:Q6029274 ""inferior anastomotic vein"" (syn)",TA2/TNA Latin differ,
structures,veins-venat-atlas,Cerebral veins and sinuses (VENAT atlas iso-surface),,4901,Venae encephali,Veins of brain,Systema Cardiovasculare < Systemata Integrantia,607,Venae encephali,Cerebral veins,Pars Centralis < Systema Nervosum,Q5064104,A12.3.06.001,Cerebral veins,Serebral toplar damarlar,,,,narrower,ta2:syn tna:en wd:en,,,
structures,ventral-diencephalon,Ventral diencephalon,,,,,,,,,,,,,,,,,related,,"related ta2:5661 ""Diencephalon"" | related ta2:5672 ""Infundibulum hypothalami"" | related ta2:5708 ""Subthalamus"" | related ta2:5714 ""Hypothalamus""",no single TA concept; related terms in alt,
structures,ventral-tegmental-area,Ventral tegmental area,,,,,,,,,,,,,,,,,related,,"related tna:1416 ""Cellulae dopaminergicae areae tegmentalis ventralis"" | related ta2:5869 ""Tractus tegmentalis centralis"" | related ta2:5870 ""Tractus rubroolivaris"" | related ta2:5894 ""Nucleus tegmentalis posterolateralis""",no single TA concept; related terms in alt,
structures,ventricle-fourth,Fourth ventricle,Ventriculus quartus,5966,Ventriculus quartus,Fourth ventricle,Truncus Encephali < Systema Nervosum < Systemata Integrantia,1529,Ventriculus quartus,Fourth venticle,Pars Centralis < Systema Nervosum,Q1069121,A14.1.05.701,fourth ventricle,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,ventricle-lateral-inferior-horn,"Lateral ventricle, inferior (temporal) horn",,5639,Ventriculus lateralis,Lateral ventricle,Cerebrum < Systema Nervosum < Systemata Integrantia,2629,Ventriculus lateralis,Lateral ventricle,Telencephalon < Pars Centralis < Systema Nervosum,Q1929623,A14.1.09.272,lateral ventricle,,,,,broader,ta2:en tna:en wd:en,"ta2:5645 ""Cornu temporale"" (syn) | tna:2643 ""Cornu temporale"" (syn) | wd:Q17111418 ""inferior horn of lateral ventricle"" (syn)",,
structures,ventricle-lateral,Lateral ventricles,Ventriculus lateralis,5639,Ventriculus lateralis,Lateral ventricle,Cerebrum < Systema Nervosum < Systemata Integrantia,2629,Ventriculus lateralis,Lateral ventricle,Telencephalon < Pars Centralis < Systema Nervosum,Q1929623,A14.1.09.272,lateral ventricle,,,,,exact,ta2:latin tna:latin wd:latin,"ta2:5640 ""Cornu frontale"" (syn) | wd:Q4771351 ""anterior horn of lateral ventricle"" (syn)",,
structures,ventricle-third,Third ventricle,Ventriculus tertius,5769,Ventriculus tertius,Third ventricle,Cerebrum < Systema Nervosum < Systemata Integrantia,1732,Ventriculus tertius,Third ventricle,Diencephalon < Pars Centralis < Systema Nervosum,Q662322,A14.1.08.410,third ventricle,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,vestibular-nuclei,Vestibular nuclei,Nuclei vestibulares,5933,Nuclei vestibulares,Vestibular nuclei,Substantia grisea tegmenti pontis < Tegmentum Pontis < Truncus Encephali,1015,Nuclei vestibulares,Vestibular nuclei,Myelencephalon < Pars Centralis < Systema Nervosum,Q2004165,"A14.1.04.242, A14.1.05.425",vestibular nuclei,,,,,exact,ta2:latin tna:latin wd:latin,,,
structures,zona-incerta,Zona incerta,,5707,Zona incerta,Zona incerta,Prethalamus < Cerebrum < Systema Nervosum,1913,Zona incerta,Zona incerta,Prethalamus < Diencephalon < Pars Centralis,Q3752103,A14.1.08.707,zona incerta,,,,,exact,ta2:en tna:en wd:en,,,
cranial-nerves,cn-01-olfactory,Olfactory nerve (CN I),Nervus olfactorius,6181,Nervus olfactorius,Olfactory nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2765,Nervus olfactorius,Olfactory nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q209704,"A14.2.01.004, A14.2.01.005",olfactory nerve,olfaktör sinir,,Olfaktör sinir,,exact,ta2:latin tna:latin wd:latin,"ta2:6182 ""Filum olfactorium"" (other) | tna:2767 ""Filum olfactorium"" (other)",,
cranial-nerves,cn-02-optic,Optic nerve (CN II),Nervus opticus,6183,Nervus opticus,Optic nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2768,Nervus opticus,Optic nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q186029,"A14.2.01.006, A15.2.04.024",optic nerve,Nervus opticus,Optik sinir,Optik sinir,Nervus opticus,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-03-oculomotor,Oculomotor nerve (CN III),Nervus oculomotorius,6187,Nervus oculomotorius,Oculomotor nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2769,Nervus oculomotorius,Oculomotor nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q223903,A14.2.01.007,oculomotor nerve,Okülomotor sinir,,Okülomotor sinir,Nervus oculomotorius,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-04-trochlear,Trochlear nerve (CN IV),Nervus trochlearis,6191,Nervus trochlearis,Trochlear nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2773,Nervus trochlearis,Trochlear nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q319584,A14.2.01.011,trochlear nerve,Troklear sinir,,Troklear sinir,,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-05-trigeminal,Trigeminal nerve (CN V),Nervus trigeminus,6192,Nervus trigeminus,Trigeminal nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2774,Nervus trigeminus,Trigeminal nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q189763,A14.2.01.012,trigeminal nerve,Trigeminal sinir,,Trigeminal sinir,N. trigeminalis; Nervus trigeminalis; Nervus trigeminus; Üçüz sinir,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-06-abducens,Abducens nerve (CN VI),Nervus abducens,6283,Nervus abducens,Abducens nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2851,Nervus abducens,Abducens nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q318773,A14.2.01.098,abducens nerve,Abdusens siniri,,Abdusens siniri,,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-07-facial,Facial nerve (CN VII),Nervus facialis,6284,Nervus facialis,Facial nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2852,Nervus facialis,Facial nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q242160,A14.2.01.099,facial nerve,Fasiyal sinir,,Fasiyal sinir,Nervus facialis,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-08-vestibulocochlear,Vestibulocochlear nerve (CN VIII),Nervus vestibulocochlearis,6307,Nervus vestibulocochlearis,Vestibulocochlear nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2878,Nervus vestibulocochlearis,Vestibulocochlear nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q319317,A14.2.01.121,vestibulocochlear nerve,Vestibulokohlear sinir,,Vestibülokoklear sinir,Nervus vestibulocochlearis; Vestibülokohlear sinir,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-09-glossopharyngeal,Glossopharyngeal nerve (CN IX),Nervus glossopharyngeus,6320,Nervus glossopharyngeus,Glossopharyngeal nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2891,Nervus glossopharyngeus,Glossopharyngeal nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q334143,A14.2.01.135,glossopharyngeal nerve,glossofaringeal sinir,CN IX; 9. kraniyal sinir,Glossofaringeal sinir,Nervus glossopharyngeus,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-10-vagus,Vagus nerve (CN X),Nervus vagus,6332,Nervus vagus,Vagus nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2903,Nervus vagus,Vagus nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q190140,A14.2.01.153,vagus nerve,Vagus siniri,Vagus,Vagus siniri,Nervus Vagus; Vagus,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-11-accessory,Accessory nerve (CN XI),Nervus accessorius,6352,Nervus accessorius,Accessory nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2923,Nervus accessorius,Accessory nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q271987,"A14.2.01.184, A14.1.02.112",accessory nerve,aksesuar sinir,nervus accesorius; spinal aksesuar sinir,Aksesuar sinir,Nervus accessorius,exact,ta2:latin tna:latin wd:latin,,,
cranial-nerves,cn-12-hypoglossal,Hypoglossal nerve (CN XII),Nervus hypoglossus,6357,Nervus hypoglossus,Hypoglossal nerve,Plexus Nervosi < Systema Nervosum < Systemata Integrantia,2933,Nervus hypoglossus,Hypoglossal nerve,Nomina Generalia < Pars Peripherica < Systema Nervosum,Q319577,A14.2.01.191,hypoglossal nerve,Hipoglossal sinir,,Hipoglossal sinir,Hipoglossus sinir; Hipoglossus siniri; Hypoglossal sinir; Hypoglossus sinir; Hypoglossus siniri; Nervus hypoglossus,exact,ta2:latin tna:latin wd:latin,,,
pathways,pathway-anterior-corticospinal,Anterior corticospinal tract,,6112,Tractus corticospinalis anterior,Anterior corticospinal tract,Funiculus Anterior < Truncus Encephali < Systema Nervosum,943,Tractus corticospinalis anterior,Anterior corticospinal tract,Tractus Descendentes < Substantia Alba < Pars Centralis,Q4771341,A14.1.02.205,anterior corticospinal tract,,,,,exact,ta2:en tna:en wd:en,,,
pathways,pathway-anterior-spinocerebellar,Anterior spinocerebellar tract,,6100,Tractus spinocerebellaris anterior,Anterior spinocerebellar tract,Funiculus Lateralis < Truncus Encephali < Systema Nervosum,921,Tractus spinocerebellaris anterior,Anterior spinocerebellar tract,Tractus spinocerebellares < Tractus Ascendentes < Substantia Alba,Q2758245,"A14.1.02.226, A14.1.04.125, A14.1.05.323",anterior spinocerebellar tract,,,,,exact,ta2:en tna:en wd:en,,,
pathways,pathway-anterior-spinothalamic,Anterior spinothalamic tract,,6103,Tractus spinothalamicus anterior,Anterior spinothalamic tract,Tractus spinothalamici < Fasciculus Anterolateralis < Truncus Encephali,941,Tractus spinothalamicus anterior,Anterior spinothalamic tract,Tractus Ascendentes < Substantia Alba < Pars Centralis,Q4771397,A14.1.02.214,Anterior spinothalamic tract,,,,,exact,ta2:en tna:en wd:en,,,
pathways,pathway-auditory,Auditory pathway,,,,,,,,,,,,,,,,,related,,"related ta2:5965 ""Commissura cochlearis pontis"" | related tna:1022 ""Nuclei acustici"" | related tna:1235 ""Nuclei acustici"" | related tna:1331 ""Projectiones auditoriae""",no single TA concept; related terms in alt,
pathways,pathway-basal-ganglia-loops,Basal ganglia direct and indirect loops,,,,,,,,,,,,,,,,,related,,"related ta2:6164 ""Ganglia"" | related ta2:6165 ""Ganglia sensoria"" | related ta2:6168 ""Ganglia autonomica"" | related ta2:6604 ""Ganglia paravertebralia""",no single TA concept; related terms in alt,
pathways,pathway-cerebellar-circuits,Cerebellar afferent and efferent circuits,,,,,,,,,,,,,,,,,related,,"related tna:1342 ""Tractus efferentes cerebelli"" | related tna:1465 ""Tractus efferentes cerebelli"" | related tna:1683 ""Neurofibrae afferentes corticis cerebelli"" | related tna:1688 ""Neurofibra efferens corticis cerebelli""",no single TA concept; related terms in alt,
pathways,pathway-corticobulbar,Corticobulbar tract,,,,,,,,,,,,,,,,,related,,"related ta2:5624 ""Fibrae corticonucleares"" | related ta2:5625 ""Fibrae corticonucleares mesencephalli"" | related ta2:5626 ""Fibrae corticonucleares pontis"" | related ta2:5627 ""Fibrae corticonucleares bulbi""",no single TA concept; related terms in alt,
pathways,pathway-dcml,Dorsal column–medial lemniscus pathway,,,,,,,,,,,,,,,,,related,,"related ta2:5861 ""Lemniscus medialis"" | related ta2:5862 ""Lemniscus trigeminalis"" | related ta2:5865 ""Lemniscus spinalis"" | related ta2:5866 ""Lemniscus lateralis""",no single TA concept; related terms in alt,
pathways,pathway-gustatory,Gustatory pathway,,,,,,,,,,,,,,,,,related,,"related tna:1325 ""Fibrae gustatoriae""",no single TA concept; related terms in alt,
pathways,pathway-horizontal-gaze,Horizontal gaze pathway,,,,,,,,,,,,,,,,,none,,,no single TA concept,
pathways,pathway-lateral-corticospinal,Lateral corticospinal tract,,6095,Tractus corticospinalis lateralis,Lateral corticospinal tract,Funiculus Lateralis < Truncus Encephali < Systema Nervosum,925,Tractus corticospinalis lateralis,Lateral corticospinal tract,Tractus Descendentes < Substantia Alba < Pars Centralis,Q6495580,A14.1.02.219,lateral corticospinal tract,,,,,exact,ta2:en tna:en wd:en,"ta2:6040 ""Tractus pyramidalis"" (syn) | tna:1152 ""Tractus pyramidalis"" (syn) | wd:Q968731 ""pyramidal tracts"" (syn)",,
pathways,pathway-lateral-spinothalamic,Lateral spinothalamic tract,,6104,Tractus spinothalamicus lateralis,Lateral spinothalamic tract,Tractus spinothalamici < Fasciculus Anterolateralis < Truncus Encephali,914,Tractus spinothalamicus lateralis,Lateral spinothalamic tract,Tractus anterolateralis < Tractus Ascendentes < Substantia Alba,Q6495704,A14.1.02.225,lateral spinothalamic tract,,,,,exact,ta2:en tna:en wd:en,"ta2:6101 ""Fasciculus anterolateralis"" (syn) | ta2:5865 ""Lemniscus spinalis"" (syn) | tna:910 ""Tractus anterolateralis"" (syn)",,
pathways,pathway-oculosympathetic,Oculosympathetic pathway,,,,,,,,,,,,,,,,,none,,,no single TA concept,
pathways,pathway-olfactory,Olfactory pathway,,,,,,,,,,,,,,,,,related,,"related ta2:5463 ""Sulcus olfactorius"" | related ta2:5510 ""Gyri paraolfactorii"" | related ta2:5511 ""Sulci paraolfactorii"" | related ta2:5537 ""Structurae olfactoriae""",no single TA concept; related terms in alt,
pathways,pathway-papez-limbic,Papez circuit and limbic connections,,,,,,,,,,,,,,,,,related,,"related ta2:5507 ""Lobus limbicus"" | related ta2:5508 ""Gyrus limbicus"" | related tna:1083 ""Nuclei limbici"" | related tna:1280 ""Nuclei limbici""",no single TA concept; related terms in alt,
pathways,pathway-posterior-spinocerebellar,Posterior spinocerebellar tract,,6099,Tractus spinocerebellaris posterior,Posterior spinocerebellar tract,Funiculus Lateralis < Truncus Encephali < Systema Nervosum,920,Tractus spinocerebellaris posterior,Posterior spinocerebellar tract,Tractus spinocerebellares < Tractus Ascendentes < Substantia Alba,Q3064609,"A14.1.02.227, A14.1.04.132",dorsal spinocerebellar tract,,,,,exact,ta2:en tna:en wd:syn,,,
pathways,pathway-pupillary-light-reflex,Pupillary light reflex pathway,,,,,,,,,,,,,,,,,none,,,no single TA concept,
pathways,pathway-reticulospinal,Reticulospinal tracts,,6117,Tractus reticulospinalis anterior,Anterior reticulospinal tract,Fibrae reticulospinales funiculi anterioris < Funiculus Anterior < Truncus Encephali,1179,Tractus reticulospinales,Reticulospinal tracts,Tractus Descendentes < Myelencephalon < Pars Centralis,Q7316741,A14.1.04.124,reticulospinal tract,,,,,narrower,ta2:en tna:en wd:en,,TA2/TNA Latin differ; TA2 6117 is a subdivision of TNA 1179,
pathways,pathway-rubrospinal,Rubrospinal tract,,6097,Tractus rubrospinalis,Rubrospinal tract,Funiculus Lateralis < Truncus Encephali < Systema Nervosum,926,Tractus rubrospinalis,Rubrospinal tract,Tractus Descendentes < Substantia Alba < Pars Centralis,Q619284,"A14.1.02.220, A14.1.04.136, A14.1.05.332, A14.1.06.213",rubrospinal tract,,,,,exact,ta2:en tna:en wd:en,,,
pathways,pathway-tectospinal,Tectospinal tract,,6119,Tractus tectospinalis,Tectospinal tract,Funiculus Anterior < Truncus Encephali < Systema Nervosum,948,Tractus tectospinalis,Tectospinal tract,Tractus Descendentes < Substantia Alba < Pars Centralis,Q7692864,"A14.1.02.211, A14.1.04.112",tectospinal tract,,,,,exact,ta2:en tna:en wd:en,,,
pathways,pathway-trigeminothalamic,Trigeminal sensory pathways,,5862,Lemniscus trigeminalis,Trigeminal lemniscus,Substantia Alba Trunci Encephali < Truncus Encephali < Systema Nervosum,1129,Tractus trigeminothalamicus anterior,Anterior trigeminothalamic tract,Tractus trigeminothalamici < Tractus Ascendentes Trunci Encephalici < Myelencephalon,Q1354438,"A14.1.05.310, A14.1.08.680, A14.1.06.208",trigeminal lemniscus,,,,,narrower,ta2:syn tna:syn wd:syn,"ta2:5863 ""Tractus trigeminothalamicus anterior"" (syn)",TA2/TNA Latin differ; ambiguous,
